Title,Year,Score,Genre,Vote,Director,Runtime,Revenue,Oscar,Guild,Globe,win,nominee
The War Zone,1999,7.4,Drama,8782,Tim Roth,98,0.25,-1.0,-1.0,-1.0,-1.0,False
The War of the Roses,1989,6.8,Comedy,43102,Danny DeVito,116,86.89,-1.0,-1.0,-1.0,-1.0,False
The War of the Worlds,1953,7.2,"Action, Sci-Fi, Thriller",28700,Byron Haskin,85,4.36,1.0,-1.0,-1.0,1.0,True
The Ward,2010,5.6,"Horror, Mystery, Thriller",37375,John Carpenter,89,,-1.0,-1.0,-1.0,-1.0,False
The Warrior,2001,7.2,"Action, Drama, History",10355,Sung-su Kim,132,,-1.0,-1.0,-1.0,-1.0,False
The Warrior's Way,2010,6.3,"Action, Fantasy, Western",23798,Sngmoo Lee,100,5.66,-1.0,-1.0,-1.0,-1.0,False
The Warriors,1979,7.7,"Action, Crime, Thriller",82912,Walter Hill,92,22.49,-1.0,-1.0,-1.0,-1.0,False
The Wash,2001,4.7,Comedy,6162,DJ Pooh,96,10.1,-1.0,-1.0,-1.0,-1.0,False
The Watch,2012,5.7,"Action, Comedy, Horror",113735,Akiva Schaffer,102,35.35,-1.0,-1.0,-1.0,-1.0,False
The Watcher,2000,5.3,"Crime, Horror, Mystery",23901,Joe Charbanic,97,28.93,-1.0,-1.0,-1.0,-1.0,False
The Water Diviner,2014,7.1,"Drama, History, War",64899,Russell Crowe,111,4.19,-1.0,-1.0,-1.0,-1.0,False
The Water Horse,2007,6.5,"Adventure, Family, Fantasy",34836,Jay Russell,112,40.41,-1.0,-1.0,-1.0,-1.0,False
The Waterboy,1998,6.1,"Comedy, Sport",133880,Frank Coraci,90,161.49,-1.0,-1.0,-1.0,-1.0,False
The Way,2010,7.4,"Adventure, Comedy, Drama",26809,Emilio Estevez,123,4.43,-1.0,-1.0,-1.0,-1.0,False
The Way Back,2010,7.3,"Adventure, Drama, History",99621,Peter Weir,133,2.7,0.0,-1.0,-1.0,0.0,True
The Way Way Back,2013,7.4,"Comedy, Drama",130001,Nat Faxon,103,21.5,-1.0,-1.0,-1.0,-1.0,False
The Way We Were,1973,7.1,"Drama, Romance",19344,Sydney Pollack,118,,1.0,-1.0,-1.0,1.0,True
The Way of the Gun,2000,6.7,"Action, Crime, Drama",29680,Christopher McQuarrie,119,6.06,-1.0,-1.0,-1.0,-1.0,False
The Weather Man,2005,6.6,"Comedy, Drama",73673,Gore Verbinski,102,12.48,-1.0,-1.0,-1.0,-1.0,False
The Wedding Date,2005,6.1,"Comedy, Romance",43862,Clare Kilner,90,31.73,-1.0,-1.0,-1.0,-1.0,False
The Wedding Planner,2001,5.3,"Comedy, Romance",68943,Adam Shankman,103,60.4,-1.0,-1.0,-1.0,-1.0,False
The Wedding Ringer,2015,6.7,Comedy,65156,Jeremy Garelick,101,64.46,-1.0,-1.0,-1.0,-1.0,False
The Wedding Singer,1998,6.8,"Comedy, Music, Romance",121674,Frank Coraci,100,80.25,-1.0,-1.0,-1.0,-1.0,False
The Week Of,2018,5.1,Comedy,11361,Robert Smigel,116,,-1.0,-1.0,-1.0,-1.0,False
The Weight of Water,2000,5.9,"Crime, Drama, Mystery",8353,Kathryn Bigelow,114,0.1,-1.0,-1.0,-1.0,-1.0,False
The Whistleblower,2010,7.2,"Action, Biography, Crime",28952,Larysa Kondracki,112,1.12,-1.0,-1.0,-1.0,-1.0,False
The White Ribbon,2009,7.8,"Drama, History, Mystery",61125,Michael Haneke,144,2.22,0.0,-1.0,-1.0,0.0,True
The Whole Nine Yards,2000,6.7,"Comedy, Crime",100130,Jonathan Lynn,98,57.26,-1.0,-1.0,-1.0,-1.0,False
The Whole Ten Yards,2004,5.5,"Comedy, Crime, Thriller",50148,Howard Deutch,98,16.32,-1.0,-1.0,-1.0,-1.0,False
The Whole Truth,2016,6.2,"Crime, Drama, Mystery",17752,Courtney Hunt,93,,-1.0,-1.0,-1.0,-1.0,False
The Wicker Man,2006,3.7,"Horror, Mystery, Thriller",58736,Neil LaBute,102,23.64,-1.0,-1.0,-1.0,-1.0,False
The Wicker Man,1973,7.6,"Horror, Mystery, Thriller",56733,Robin Hardy,88,0.06,-1.0,-1.0,-1.0,-1.0,False
The Wild,2006,5.3,"Animation, Adventure, Comedy",21455,Steve 'Spaz' Williams,94,37.38,-1.0,-1.0,-1.0,-1.0,False
The Wild Bunch,1969,8.0,"Action, Adventure, Western",70073,Sam Peckinpah,135,,0.0,-1.0,-1.0,0.0,True
The Wild Child,1970,7.6,Drama,6637,François Truffaut,83,0.06,-1.0,-1.0,-1.0,-1.0,False
The Wild Geese,1978,6.8,"Action, Adventure, Drama",10463,Andrew V. McLaglen,134,,-1.0,-1.0,-1.0,-1.0,False
The Wild One,1953,6.9,Drama,12926,Laslo Benedek,79,,-1.0,-1.0,-1.0,-1.0,False
The Wild Thornberrys Movie,2002,5.3,"Animation, Adventure, Comedy",13156,Cathy Malkasian,85,40.11,0.0,-1.0,0.0,0.0,True
The Wind and the Lion,1975,7.0,"Action, Adventure, Drama",7328,John Milius,119,,0.0,-1.0,-1.0,0.0,True
The Wind that Shakes the Barley,2006,7.5,"Drama, War",41477,Ken Loach,127,1.83,-1.0,-1.0,-1.0,-1.0,False
The Wings of the Dove,1997,7.2,"Drama, Romance",9638,Iain Softley,102,13.72,0.0,-1.0,-1.0,0.0,True
The Winslow Boy,1999,7.4,"Drama, Romance",6858,David Mamet,104,3.96,-1.0,-1.0,-1.0,-1.0,False
The Witches,1990,6.8,"Adventure, Comedy, Family",29656,Nicolas Roeg,91,10.36,-1.0,-1.0,-1.0,-1.0,False
The Witches of Eastwick,1987,6.5,"Comedy, Fantasy, Horror",54808,George Miller,118,63.77,0.0,-1.0,-1.0,0.0,True
The Wiz,1978,5.3,"Adventure, Family, Fantasy",12304,Sidney Lumet,128,21.05,0.0,-1.0,-1.0,0.0,True
The Wizard,1989,6.1,"Adventure, Comedy, Drama",12062,Todd Holland,96,14.28,-1.0,-1.0,-1.0,-1.0,False
The Wizard of Oz,1939,8.0,"Adventure, Family, Fantasy",340733,Victor Fleming,102,22.2,1.0,-1.0,-1.0,1.0,True
The Wolf Man,1941,7.4,Horror,20069,George Waggner,70,,-1.0,-1.0,-1.0,-1.0,False
The Wolf of Wall Street,2013,8.2,"Biography, Comedy, Crime",983338,Martin Scorsese,180,116.9,0.0,-1.0,-1.0,0.0,True
The Wolfman,2010,5.8,"Drama, Fantasy, Horror",96095,Joe Johnston,103,61.98,1.0,-1.0,-1.0,1.0,True
The Wolverine,2013,6.7,"Action, Adventure, Sci-Fi",386792,James Mangold,126,132.56,-1.0,0.0,-1.0,0.0,True
The Woman,2011,6.0,Horror,19414,Lucky McKee,101,,-1.0,-1.0,-1.0,-1.0,False
The Woman in Black,2012,6.4,"Drama, Fantasy, Horror",161549,James Watkins,95,54.33,-1.0,-1.0,-1.0,-1.0,False
The Woman in Black 2: Angel of Death,2014,4.9,"Drama, Horror, Thriller",23910,Tom Harper,98,26.5,-1.0,-1.0,-1.0,-1.0,False
The Woman in Red,1984,5.9,"Comedy, Romance",12048,Gene Wilder,87,25.3,1.0,-1.0,-1.0,1.0,True
The Woman in the Window,1944,7.8,"Crime, Drama, FilmNoir",11332,Fritz Lang,107,,-1.0,-1.0,-1.0,-1.0,False
The Women,2008,4.9,"Comedy, Drama",18771,Diane English,114,26.9,-1.0,-1.0,-1.0,-1.0,False
The Women,1939,8.0,"Comedy, Drama",11104,George Cukor,133,2.27,-1.0,-1.0,-1.0,-1.0,False
The Wood,1999,7.0,"Comedy, Drama, Romance",7372,Rick Famuyiwa,106,25.05,-1.0,-1.0,-1.0,-1.0,False
The Woods,2006,5.7,"Horror, Mystery, Thriller",9853,Lucky McKee,91,,-1.0,-1.0,-1.0,-1.0,False
The Woodsman,2004,7.2,Drama,29908,Nicole Kassell,87,0.04,-1.0,-1.0,-1.0,-1.0,False
The Words,2012,7.1,"Drama, Mystery, Romance",68438,Brian Klugman,102,11.49,-1.0,-1.0,-1.0,-1.0,False
The World According to Garp,1982,7.2,"Comedy, Drama",22892,George Roy Hill,136,29.71,0.0,-1.0,-1.0,0.0,True
The World Is Not Enough,1999,6.4,"Action, Adventure, Thriller",171943,Michael Apted,128,126.94,-1.0,-1.0,-1.0,-1.0,False
The World's End,2013,7.0,"Action, Comedy, Sci-Fi",224099,Edgar Wright,109,26.0,-1.0,-1.0,-1.0,-1.0,False
The World's Fastest Indian,2005,7.8,"Biography, Drama, Sport",48105,Roger Donaldson,127,5.13,-1.0,-1.0,-1.0,-1.0,False
The Wraith,1986,5.9,"Action, Horror, Romance",12528,Mike Marvin,93,3.5,-1.0,-1.0,-1.0,-1.0,False
The Wrestler,2008,7.9,"Drama, Sport",273134,Darren Aronofsky,109,26.24,0.0,0.0,1.0,1.0,True
The Wrong Man,1956,7.5,"Drama, FilmNoir",22136,Alfred Hitchcock,105,,-1.0,-1.0,-1.0,-1.0,False
The X Files,1998,7.0,"Drama, Mystery, Sci-Fi",93880,Rob Bowman,121,83.9,-1.0,-1.0,-1.0,-1.0,False
The X Files: I Want to Believe,2008,5.9,"Drama, Horror, Mystery",84234,Chris Carter,104,20.98,-1.0,-1.0,-1.0,-1.0,False
The Yakuza,1974,7.3,"Action, Crime, Drama",6525,Sydney Pollack,107,,-1.0,-1.0,-1.0,-1.0,False
The Yards,2000,6.4,"Crime, Drama, Romance",17928,James Gray,115,0.88,-1.0,-1.0,-1.0,-1.0,False
The Year of Living Dangerously,1982,7.2,"Drama, Romance, War",17487,Peter Weir,115,10.28,-1.0,-1.0,-1.0,-1.0,False
The Yellow Handkerchief,2008,6.8,"Drama, Romance",7410,Udayan Prasad,102,0.32,-1.0,-1.0,-1.0,-1.0,False
The Young Lions,1958,7.3,"Action, Drama, War",6398,Edward Dmytryk,167,9.96,0.0,-1.0,-1.0,0.0,True
The Young Offenders,2016,7.1,"Adventure, Comedy, Crime",7827,Peter Foott,83,,-1.0,-1.0,-1.0,-1.0,False
The Young Victoria,2009,7.3,"Biography, Drama, History",52330,Jean-Marc Vallée,105,11.0,1.0,-1.0,-1.0,1.0,True
The Young and Prodigious T.S. Spivet,2013,7.1,"Action, Adventure, Comedy",14705,Jean-Pierre Jeunet,105,0.1,-1.0,-1.0,-1.0,-1.0,False
The Zero Theorem,2013,6.1,"Comedy, Drama, Fantasy",40885,Terry Gilliam,107,0.22,-1.0,-1.0,-1.0,-1.0,False
The Zodiac,2005,5.4,"Crime, Drama, Horror",6635,Alexander Bulkley,92,0.04,-1.0,-1.0,-1.0,-1.0,False
The Zookeeper's Wife,2017,7.0,"Biography, Drama, History",28308,Niki Caro,127,17.45,-1.0,-1.0,-1.0,-1.0,False
Theatre of Blood,1973,7.3,"Comedy, Drama, Horror",7952,Douglas Hickox,104,,-1.0,-1.0,-1.0,-1.0,False
Theeb,2014,7.2,"Adventure, Drama, Thriller",8497,Naji Abu Nowar,100,0.28,-1.0,-1.0,-1.0,-1.0,False
Their Finest,2016,6.8,"Comedy, Drama, Romance",13880,Lone Scherfig,117,3.6,-1.0,-1.0,-1.0,-1.0,False
Thelma,2017,7.0,"Drama, Fantasy, Horror",17632,Joachim Trier,116,0.15,-1.0,-1.0,-1.0,-1.0,False
Thelma & Louise,1991,7.4,"Adventure, Crime, Drama",117683,Ridley Scott,130,45.36,1.0,-1.0,1.0,1.0,True
Them!,1954,7.3,"Horror, Sci-Fi",17395,Gordon Douglas,94,,0.0,-1.0,-1.0,0.0,True
Then She Found Me,2007,6.0,"Comedy, Drama, Romance",9177,Helen Hunt,100,3.74,-1.0,-1.0,-1.0,-1.0,False
There Will Be Blood,2007,8.1,Drama,447035,Paul Thomas Anderson,158,40.22,1.0,1.0,1.0,1.0,True
There's Something About Mary,1998,7.1,"Comedy, Romance",269048,Bobby Farrelly,119,176.48,-1.0,-1.0,0.0,0.0,True
Theri,2016,7.2,"Action, Drama",10343,Atlee Kumar,157,,-1.0,-1.0,-1.0,-1.0,False
These Final Hours,2013,6.7,"Drama, Sci-Fi, Thriller",13890,Zak Hilditch,87,,-1.0,-1.0,-1.0,-1.0,False
Thesis,1996,7.5,"Horror, Mystery, Thriller",31898,Alejandro Amenábar,125,,-1.0,-1.0,-1.0,-1.0,False
They,2002,4.8,"Horror, Mystery, Thriller",11680,Robert Harmon,89,12.84,-1.0,-1.0,-1.0,-1.0,False
They Call Me Trinity,1970,7.5,"Comedy, Western",16495,Enzo Barboni,113,,-1.0,-1.0,-1.0,-1.0,False
They Came Together,2014,5.5,"Comedy, Romance",19386,David Wain,83,,-1.0,-1.0,-1.0,-1.0,False
They Drive by Night,1940,7.3,"Crime, Drama, FilmNoir",6174,Raoul Walsh,95,,-1.0,-1.0,-1.0,-1.0,False
They Live,1988,7.3,"Action, Horror, Sci-Fi",91490,John Carpenter,94,13.01,-1.0,-1.0,-1.0,-1.0,False
"They Shoot Horses, Don't They?",1969,7.9,Drama,14132,Sydney Pollack,129,,1.0,-1.0,1.0,1.0,True
They Were Expendable,1945,7.3,"Drama, War",6678,John Ford,135,,0.0,-1.0,-1.0,0.0,True
Thick as Thieves,2009,6.0,"Action, Crime, Thriller",31435,Mimi Leder,104,,-1.0,-1.0,-1.0,-1.0,False
Thief,1981,7.4,"Action, Crime, Drama",20547,Michael Mann,123,11.49,-1.0,-1.0,-1.0,-1.0,False
Things We Lost in the Fire,2007,7.2,Drama,26250,Susanne Bier,118,3.29,-1.0,-1.0,-1.0,-1.0,False
Things You Can Tell Just by Looking at Her,2000,6.5,"Drama, Romance",6177,Rodrigo García,109,,-1.0,-1.0,-1.0,-1.0,False
Things to Come,1936,6.7,"Drama, Sci-Fi, War",6033,William Cameron Menzies,117,,-1.0,-1.0,-1.0,-1.0,False
Things to Do in Denver When You're Dead,1995,6.8,"Crime, Drama",24228,Gary Fleder,115,0.53,-1.0,-1.0,-1.0,-1.0,False
Think Like a Man,2012,6.6,"Comedy, Romance",40010,Tim Story,122,91.55,-1.0,-1.0,-1.0,-1.0,False
Think Like a Man Too,2014,5.8,"Comedy, Romance",17920,Tim Story,106,65.18,-1.0,-1.0,-1.0,-1.0,False
Thinner,1996,5.7,"Fantasy, Horror",24051,Tom Holland,93,15.17,-1.0,-1.0,-1.0,-1.0,False
Thir13en Ghosts,2001,5.6,Horror,72406,Steve Beck,91,41.87,-1.0,-1.0,-1.0,-1.0,False
Third Person,2013,6.4,"Drama, Romance",24255,Paul Haggis,137,1.02,-1.0,-1.0,-1.0,-1.0,False
Third Star,2010,7.6,Drama,6164,Hattie Dalton,92,,-1.0,-1.0,-1.0,-1.0,False
Thirteen,2003,6.8,Drama,74533,Catherine Hardwicke,100,4.6,0.0,0.0,0.0,0.0,True
Thirteen Conversations About One Thing,2001,7.1,Drama,9099,Jill Sprecher,104,3.29,-1.0,-1.0,-1.0,-1.0,False
Thirteen Days,2000,7.3,"Drama, History, Thriller",49651,Roger Donaldson,145,34.59,-1.0,-1.0,-1.0,-1.0,False
This Boy's Life,1993,7.3,"Biography, Drama",41223,Michael Caton-Jones,115,4.1,-1.0,-1.0,-1.0,-1.0,False
This Christmas,2007,6.2,"Comedy, Drama, Romance",7388,Preston A. Whitmore II,117,49.12,-1.0,-1.0,-1.0,-1.0,False
This Gun for Hire,1942,7.5,"Crime, Drama, FilmNoir",6999,Frank Tuttle,81,,-1.0,-1.0,-1.0,-1.0,False
This Is 40,2012,6.2,"Comedy, Romance",115871,Judd Apatow,134,67.54,-1.0,-1.0,-1.0,-1.0,False
This Is England,2006,7.7,"Crime, Drama",107934,Shane Meadows,101,0.33,-1.0,-1.0,-1.0,-1.0,False
This Is Spinal Tap,1984,8.0,"Comedy, Music",117304,Rob Reiner,82,0.19,-1.0,-1.0,-1.0,-1.0,False
This Is Where I Leave You,2014,6.6,"Comedy, Drama",63428,Shawn Levy,103,34.29,-1.0,-1.0,-1.0,-1.0,False
This Island Earth,1955,5.9,"Horror, Mystery, Sci-Fi",7796,Joseph M. Newman,86,,-1.0,-1.0,-1.0,-1.0,False
This Means War,2012,6.3,"Action, Comedy, Romance",164059,McG,103,54.76,-1.0,-1.0,-1.0,-1.0,False
This Must Be the Place,2011,6.7,"Comedy, Drama",29654,Paolo Sorrentino,118,0.14,-1.0,-1.0,-1.0,-1.0,False
This is the End,2013,6.6,"Comedy, Fantasy",351249,Evan Goldberg,107,101.47,-1.0,-1.0,-1.0,-1.0,False
Thor,2011,7.0,"Action, Adventure, Fantasy",641916,Kenneth Branagh,115,181.03,-1.0,-1.0,-1.0,-1.0,False
Thor: Ragnarok,2017,7.9,"Action, Adventure, Comedy",398937,Taika Waititi,130,315.06,-1.0,-1.0,-1.0,-1.0,False
Thor: The Dark World,2013,7.0,"Action, Adventure, Fantasy",506030,Alan Taylor,112,206.36,-1.0,-1.0,-1.0,-1.0,False
Thoroughbreds,2017,6.8,"Comedy, Crime, Drama",18852,Cory Finley,92,2.83,-1.0,-1.0,-1.0,-1.0,False
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965,7.0,"Adventure, Comedy, Family",6512,Ken Annakin,138,31.11,-1.0,-1.0,-1.0,-1.0,False
Three - III,2005,5.0,"Adventure, Drama, Horror",8321,Stewart Raffill,95,,-1.0,-1.0,-1.0,-1.0,False
"Three Billboards Outside Ebbing, Missouri",2017,8.2,"Comedy, Crime, Drama",289654,Martin McDonagh,115,54.51,-1.0,-1.0,1.0,1.0,True
Three Burials,2005,7.4,"Adventure, Crime, Drama",36421,Tommy Lee Jones,121,5.02,-1.0,-1.0,-1.0,-1.0,False
Three Colours: Blue,1993,8.0,"Drama, Music, Mystery",74758,Krzysztof Kieslowski,98,1.32,-1.0,-1.0,-1.0,-1.0,False
Three Colours: Red,1994,8.1,"Drama, Mystery, Romance",76516,Krzysztof Kieslowski,99,4.04,-1.0,-1.0,-1.0,-1.0,False
Three Colours: White,1994,7.7,"Comedy, Drama, Romance",53268,Krzysztof Kieslowski,92,1.46,-1.0,-1.0,-1.0,-1.0,False
Three Days of the Condor,1975,7.5,"Mystery, Thriller",41130,Sydney Pollack,117,41.51,0.0,-1.0,0.0,0.0,True
Three Fugitives,1989,6.1,"Action, Comedy",9678,Francis Veber,96,40.59,-1.0,-1.0,-1.0,-1.0,False
Three Godfathers,1948,7.2,"Drama, Western",7166,John Ford,106,,-1.0,-1.0,-1.0,-1.0,False
Three Kings,1999,7.1,"Action, Adventure, Comedy",150030,David O. Russell,114,60.65,-1.0,-1.0,-1.0,-1.0,False
Three O'Clock High,1987,7.2,Comedy,9491,Phil Joanou,97,3.69,-1.0,-1.0,-1.0,-1.0,False
Three Wishes for Cinderella,1973,7.9,"Drama, Fantasy, Family",6904,Václav Vorlícek,75,,-1.0,-1.0,-1.0,-1.0,False
Three to Tango,1999,6.1,"Comedy, Romance",17345,Damon Santostefano,98,10.54,-1.0,-1.0,-1.0,-1.0,False
Threesome,1994,6.2,"Comedy, Romance, Drama",11754,Andrew Fleming,89,14.82,-1.0,-1.0,-1.0,-1.0,False
Thriller - en grym film,1973,6.5,"Action, Thriller",6043,Bo Arne Vibenius,104,,-1.0,-1.0,-1.0,-1.0,False
Throne of Blood,1957,8.1,Drama,38390,Akira Kurosawa,110,,-1.0,-1.0,-1.0,-1.0,False
Throw Momma from the Train,1987,6.2,"Comedy, Crime, Thriller",29924,Danny DeVito,88,57.92,0.0,-1.0,-1.0,0.0,True
Thumbelina,1994,6.4,"Animation, Family, Fantasy",13310,Don Bluth,86,11.37,-1.0,-1.0,-1.0,-1.0,False
Thumbsucker,2005,6.6,"Comedy, Drama",19854,Mike Mills,96,1.33,-1.0,-1.0,-1.0,-1.0,False
Thunderball,1965,7.0,"Action, Adventure, Thriller",92485,Terence Young,130,63.6,1.0,-1.0,-1.0,1.0,True
Thunderbirds,2004,4.2,"Action, Adventure, Comedy",12190,Jonathan Frakes,95,6.77,-1.0,-1.0,-1.0,-1.0,False
Thunderbolt and Lightfoot,1974,7.1,"Comedy, Crime, Drama",18645,Michael Cimino,115,25.0,0.0,-1.0,-1.0,0.0,True
Thunderheart,1992,6.8,"Crime, Mystery, Thriller",12631,Michael Apted,119,22.66,-1.0,-1.0,-1.0,-1.0,False
Thuppakki,2012,7.9,"Action, Thriller",20213,A.R. Murugadoss,165,,-1.0,-1.0,-1.0,-1.0,False
Thursday,1998,7.2,"Action, Comedy, Crime",15614,Skip Woods,87,0.0,-1.0,-1.0,-1.0,-1.0,False
TiMER,2009,6.5,"Comedy, Drama, Fantasy",11567,Jac Schaeffer,99,,-1.0,-1.0,-1.0,-1.0,False
Tian jiang xiong shi,2015,6.0,"Action, Adventure, Drama",15879,Daniel Lee,127,0.07,-1.0,-1.0,-1.0,-1.0,False
Tian zhu ding,2013,7.1,"Action, Drama",8618,Zhangke Jia,130,0.09,-1.0,-1.0,-1.0,-1.0,False
Ticker,2001,3.6,"Action, Crime, Thriller",6216,Albert Pyun,92,,-1.0,-1.0,-1.0,-1.0,False
Tideland,2005,6.5,"Drama, Fantasy, Horror",29421,Terry Gilliam,120,0.07,-1.0,-1.0,-1.0,-1.0,False
Tiger Zinda Hai,2017,6.1,"Action, Adventure, Thriller",17533,Ali Abbas Zafar,161,5.56,-1.0,-1.0,-1.0,-1.0,False
Tigerland,2000,7.0,"Drama, War",35747,Joel Schumacher,101,0.14,-1.0,-1.0,-1.0,-1.0,False
Tightrope,1984,6.3,"Crime, Mystery, Thriller",13524,Richard Tuggle,114,48.14,-1.0,-1.0,-1.0,-1.0,False
Tillsammans,2000,7.5,"Comedy, Drama, Romance",19079,Lukas Moodysson,106,1.07,-1.0,-1.0,-1.0,-1.0,False
Tim and Eric's Billion Dollar Movie,2012,5.4,Comedy,8801,Tim Heidecker,93,0.2,-1.0,-1.0,-1.0,-1.0,False
Timbuktu,2014,7.2,Drama,14126,Abderrahmane Sissako,97,1.08,0.0,-1.0,-1.0,0.0,True
Time After Time,1979,7.2,"Adventure, Drama, Sci-Fi",13664,Nicholas Meyer,112,,-1.0,-1.0,-1.0,-1.0,False
Time Bandits,1981,7.0,"Adventure, Comedy, Fantasy",51859,Terry Gilliam,116,42.37,-1.0,-1.0,-1.0,-1.0,False
Time Lapse,2014,6.5,"Sci-Fi, Thriller",36106,Bradley King,104,,-1.0,-1.0,-1.0,-1.0,False
Time to Leave,2005,7.1,Drama,7934,François Ozon,81,0.12,-1.0,-1.0,-1.0,-1.0,False
Timecode,2000,6.2,"Drama, Romance",6180,Mike Figgis,97,0.95,-1.0,-1.0,-1.0,-1.0,False
Timecop,1994,5.8,"Action, Crime, Sci-Fi",50322,Peter Hyams,99,44.85,-1.0,-1.0,-1.0,-1.0,False
Timeline,2003,5.6,"Action, Adventure, Sci-Fi",56578,Richard Donner,116,19.48,-1.0,-1.0,-1.0,-1.0,False
Tin Cup,1996,6.3,"Comedy, Drama, Romance",41908,Ron Shelton,135,53.85,-1.0,-1.0,0.0,0.0,True
Tin Men,1987,6.5,"Comedy, Drama",7239,Barry Levinson,112,25.41,-1.0,-1.0,-1.0,-1.0,False
Tinker Tailor Soldier Spy,2011,7.1,"Drama, Mystery, Thriller",170445,Tomas Alfredson,122,24.15,0.0,-1.0,-1.0,0.0,True
TinkerBell and the Secret of the Wings,2012,7.2,"Animation, Family, Fantasy",9331,Roberts Gannaway,75,,-1.0,-1.0,-1.0,-1.0,False
Tiny Furniture,2010,6.2,"Comedy, Drama, Romance",13154,Lena Dunham,98,0.39,-1.0,-1.0,-1.0,-1.0,False
Titan A.E.,2000,6.6,"Animation, Action, Adventure",55521,Don Bluth,94,22.75,-1.0,-1.0,-1.0,-1.0,False
Titanic,1997,7.8,"Drama, Romance",916429,James Cameron,194,659.33,1.0,1.0,1.0,1.0,True
Titanic - La leggenda continua,2000,2.1,"Animation, Family, Fantasy",8764,Camillo Teti,90,,-1.0,-1.0,-1.0,-1.0,False
Titus,1999,7.2,"Drama, History, Thriller",18597,Julie Taymor,162,1.92,0.0,-1.0,-1.0,0.0,True
To All the Boys I've Loved Before,2018,7.4,"Drama, Romance",42158,Susan Johnson,99,,-1.0,-1.0,-1.0,-1.0,False
To Be or Not to Be,1983,6.8,Comedy,9193,Alan Johnson,107,13.03,0.0,-1.0,0.0,0.0,True
To Be or Not to Be,1942,8.2,"Comedy, War",22406,Ernst Lubitsch,99,,0.0,-1.0,-1.0,0.0,True
To Catch a Thief,1955,7.5,"Mystery, Romance, Thriller",54135,Alfred Hitchcock,106,8.75,1.0,-1.0,-1.0,1.0,True
To Die For,1995,6.8,"Comedy, Crime, Drama",38811,Gus Van Sant,106,21.28,-1.0,-1.0,1.0,1.0,True
To End All Wars,2001,7.1,"Action, Drama, War",9470,David L. Cunningham,125,,-1.0,-1.0,-1.0,-1.0,False
To Have and Have Not,1944,8.0,"Adventure, Comedy, Romance",27006,Howard Hawks,100,,-1.0,-1.0,-1.0,-1.0,False
To Kill a Mockingbird,1962,8.3,"Crime, Drama",262064,Robert Mulligan,129,,1.0,-1.0,-1.0,1.0,True
To Live and Die in L.A.,1985,7.3,"Action, Crime, Drama",25042,William Friedkin,116,17.31,-1.0,-1.0,-1.0,-1.0,False
To Rome with Love,2012,6.3,"Comedy, Music, Romance",77726,Woody Allen,112,16.69,-1.0,-1.0,-1.0,-1.0,False
"To Sir, with Love",1967,7.7,Drama,13732,James Clavell,105,42.43,-1.0,-1.0,-1.0,-1.0,False
"To Wong Foo Thanks for Everything, Julie Newmar",1995,6.5,"Comedy, Drama",24729,Beeban Kidron,109,36.47,-1.0,-1.0,-1.0,-1.0,False
To the Bone,2017,6.9,Drama,29111,Marti Noxon,107,,-1.0,-1.0,-1.0,-1.0,False
To the Wonder,2012,5.9,"Drama, Romance",24744,Terrence Malick,112,0.59,-1.0,-1.0,-1.0,-1.0,False
Toilet - Ek Prem Katha,2017,7.3,"Comedy, Drama",13329,Shree Narayan Singh,155,1.83,-1.0,-1.0,-1.0,-1.0,False
Toivon tuolla puolen,2017,7.2,"Comedy, Drama",8092,Aki Kaurismäki,100,0.18,-1.0,-1.0,-1.0,-1.0,False
Tokarev,2014,5.0,"Action, Crime, Thriller",21322,Paco Cabezas,98,,-1.0,-1.0,-1.0,-1.0,False
Toki o kakeru shôjo,2006,7.8,"Animation, Adventure, Comedy",49226,Mamoru Hosoda,98,,-1.0,-1.0,-1.0,-1.0,False
Tokyo Sonata,2008,7.6,Drama,7882,Kiyoshi Kurosawa,120,0.28,-1.0,-1.0,-1.0,-1.0,False
Tokyo!,2008,7.1,"Comedy, Drama, Fantasy",8313,Joon-ho Bong,112,0.35,-1.0,-1.0,-1.0,-1.0,False
Tom Jones,1963,6.7,"Adventure, Comedy, History",9910,Tony Richardson,128,37.6,1.0,-1.0,1.0,1.0,True
Tom and Huck,1995,5.6,"Adventure, Comedy, Drama",8702,Peter Hewitt,97,23.74,-1.0,-1.0,-1.0,-1.0,False
Tom and Jerry: The Movie,1992,5.3,"Animation, Comedy, Drama",8057,Phil Roman,84,3.56,-1.0,-1.0,-1.0,-1.0,False
Tom à la ferme,2013,7.0,"Drama, Mystery, Thriller",13123,Xavier Dolan,102,,-1.0,-1.0,-1.0,-1.0,False
Tomb Raider,2018,6.4,"Action, Adventure, Fantasy",135480,Roar Uthaug,118,57.42,-1.0,-1.0,-1.0,-1.0,False
Tomboy,2011,7.4,Drama,15058,Céline Sciamma,82,0.13,-1.0,-1.0,-1.0,-1.0,False
Tombstone,1993,7.8,"Action, Biography, Drama",110144,George P. Cosmatos,130,56.51,-1.0,-1.0,-1.0,-1.0,False
Tomcats,2001,5.3,Comedy,16443,Gregory Poirier,95,13.56,-1.0,-1.0,-1.0,-1.0,False
Tommy,1975,6.6,"Drama, Musical",17289,Ken Russell,111,34.25,0.0,-1.0,1.0,1.0,True
